name,latitude,longitude,zipcode,city,state,price,rating,review_count,category_x,Accept_Credit_Card,Alcohol,Outdoor_Seating,Parking,Take_out,Takes_Reservations,WIFI,Ambience,Attire,Noise_Level,atm,bank,bar,beauty_salon,bus_station,cafe,gym,school,White_population,Black_population,American_Indian_population,Asian_population,Hispanic_or_Latino_population,High_school_or_higher,Graduate_or_professional_degree,Unemployed,average_price,review_count_binned
Zankou Chicken,34.011351,-118.108546,90640,Montebello,CA,$$,3.5,345,mediterranean&armenian&lebanese,1,No,1,Private Lot,1,0,0,Casual,Casual,2,9,3,2,18,18,1,1,6,0.082816796,0.005903279,0.001522425,0.103120971,0.770983828,0.718,0.055,0.064,20,Meadium to Large Reviews
Salvatore Italian Restaurant,34.010478,-118.106063,90640,Montebello,CA,$$,4,268,pizza&italian&seafood,1,Full Bar,0,Street& Private Lot,1,1,0,Casual& Romantic,Casual,2,9,3,1,18,18,1,1,6,0.082816796,0.005903279,0.001522425,0.103120971,0.770983828,0.718,0.055,0.064,20,Medium No Reviews
El Bukanas,33.99491798,-118.1198497,90640,Montebello,CA,$$,3.5,104,mexican&seafood,1,Beer & Wine Only,0,Private Lot,1,1,0,Casual,Casual,2,4,6,12,7,18,10,1,1,0.082816796,0.005903279,0.001522425,0.103120971,0.770983828,0.718,0.055,0.064,20,Small No Reviews
Garden Cafâˆ_Â©,34.07813,-118.12491,91801,Alhambra,CA,$,3,915,chinese&newamerican,1,No,0,Street,1,0,0,Casual,Casual,2,9,10,2,13,7,6,7,4,0.101931962,0.014128476,0.0010525,0.50967765,0.297268851,0.827,0.114,0.05,10,large Number of Reviews
Longo Seafood Restaurant,34.06215,-118.10451,91770,Rosemead,CA,$$,3.5,133,seafood&dimsum,1,Beer & Wine Only,0,Street& Private Lot,1,1,0,Casual,Casual,2,1,6,12,9,9,1,7,10,0.046910631,0.003878194,0.001132433,0.564665002,0.338767975,0.666,0.043,0.065,20,Small No Reviews
El Pescador - Montebello,34.01558957,-118.0976294,90640,Montebello,CA,$$,3.5,318,mexican&seafood,1,Full Bar,0,Private Lot,1,0,0,Casual,Casual,2,3,6,1,3,18,10,1,2,0.082816796,0.005903279,0.001522425,0.103120971,0.770983828,0.718,0.055,0.064,20,Meadium to Large Reviews
Tin Tin Restaurant,34.06319766,-118.1017166,91770,Rosemead,CA,$,3.5,334,cantonese&seafood&soup,1,No,0,Private Lot,1,0,0,Casual,Casual,2,1,6,12,7,5,2,7,6,0.046910631,0.003878194,0.001132433,0.564665002,0.338767975,0.666,0.043,0.065,10,Meadium to Large Reviews
Top Island Seafood Restaurant,34.0788427,-118.1152661,91801,Alhambra,CA,$$,3,696,seafood&dimsum&cantonese,1,Beer & Wine Only,0,Private Lot,1,1,0,Casual,Casual,2,13,10,12,1,8,2,1,1,0.101931962,0.014128476,0.0010525,0.50967765,0.297268851,0.827,0.114,0.05,20,large Number of Reviews
Jade Seafood & BBQ Restaurant,34.062229,-118.099098,91770,Rosemead,CA,$$,2.5,121,chinese&seafood,1,Beer & Wine Only,1,Private Lot,1,0,0,Casual,Casual,2,1,6,12,8,7,1,7,2,0.046910631,0.003878194,0.001132433,0.564665002,0.338767975,0.666,0.043,0.065,20,Small No Reviews
Boiling Seafood Wok,34.06224,-118.09552,91770,Rosemead,CA,$$,4,90,chinese&seafood&asianfusion,1,Beer & Wine Only,0,Street& Private Lot,1,1,0,Casual,Casual,2,1,1,12,5,7,2,7,10,0.046910631,0.003878194,0.001132433,0.564665002,0.338767975,0.666,0.043,0.065,20,Small No Reviews
BJ's Restaurant & Brewhouse,34.036417,-118.085326,90640,Montebello,CA,$$,3,715,newamerican&pizza&breweries,1,Full Bar,0,Private Lot,1,1,0,Casual,Casual,2,2,6,2,9,5,3,7,2,0.082816796,0.005903279,0.001522425,0.103120971,0.770983828,0.718,0.055,0.064,20,large Number of Reviews
Sage Bistro,34.0925166,-118.1328095,91801,Alhambra,CA,$$,4.5,307,tradamerican&italian&asianfusion,1,Beer & Wine Only,0,Street& Private Lot,1,0,0,Casual,Casual,2,6,2,6,13,12,3,2,11,0.101931962,0.014128476,0.0010525,0.50967765,0.297268851,0.827,0.114,0.05,20,Meadium to Large Reviews
Olive Garden Italian Restaurant,34.03748016,-118.0821737,90640,Montebello,CA,$$,2.5,469,italian&salad,1,Full Bar,0,Street,1,1,0,Casual,Casual,2,4,6,2,9,4,4,7,2,0.082816796,0.005903279,0.001522425,0.103120971,0.770983828,0.718,0.055,0.064,20,Meadium to Large Reviews
Shanghai No. 1 Seafood,34.07884738,-118.1033079,91776,San Gabriel,CA,$$,3,547,seafood&dimsum&shanghainese,1,Beer & Wine Only,1,Garage& Street,1,1,0,Casual,Casual,2,8,10,1,25,9,14,7,3,0.066640615,0.008492901,0.001563111,0.633658981,0.279353914,0.751,0.05,0.05,20,Meadium to Large Reviews
Five Star Seafood Restaurant,34.077651,-118.10195,91776,San Gabriel,CA,$$,3,682,dimsum&seafood&desserts,1,Beer & Wine Only,0,Private Lot,1,0,0,Casual,Casual,3,7,9,2,27,9,14,7,2,0.066640615,0.008492901,0.001563111,0.633658981,0.279353914,0.751,0.05,0.05,20,large Number of Reviews
38 Degrees Ale House & Grill,34.09435,-118.12792,91801,Alhambra,CA,$$,4,1636,pubs&newamerican,1,Full Bar,0,Garage& Street,1,1,0,Casual,Casual,2,11,6,12,22,14,9,4,19,0.101931962,0.014128476,0.0010525,0.50967765,0.297268851,0.827,0.114,0.05,20,Very Popular Resturant
Chang'an Restaurant,34.08003,-118.10265,91776,San Gabriel,CA,$$,4.5,529,chinese&wine_bars,1,Beer & Wine Only,1,Garage,1,1,0,Casual& Trendy& Romantic& Classy& Upscale,Casual,2,7,9,2,25,8,14,7,4,0.066640615,0.008492901,0.001563111,0.633658981,0.279353914,0.751,0.05,0.05,20,Meadium to Large Reviews
Charlies Trio Cafe,34.095014,-118.127941,91801,Alhambra,CA,$$,3.5,470,italian&pizza&pastashops,1,Full Bar,1,Garage& Street,1,1,0,Casual,Casual,2,11,6,12,22,15,8,4,19,0.101931962,0.014128476,0.0010525,0.50967765,0.297268851,0.827,0.114,0.05,20,Meadium to Large Reviews
The Boiling Crab,34.09509,-118.12774,91801,Alhambra,CA,$$,3.5,1212,seafood,1,Beer & Wine Only,0,Street,1,0,0,Casual,Casual,3,11,7,12,22,14,10,4,19,0.101931962,0.014128476,0.0010525,0.50967765,0.297268851,0.827,0.114,0.05,20,Very Popular Resturant
Applebee's Grill + Bar,34.095602,-118.126593,91801,Alhambra,CA,$$,2.5,332,tradamerican&sportsbars&burgers,1,Full Bar,1,Garage,1,0,0,Casual,Casual,2,8,6,13,15,15,12,5,17,0.101931962,0.014128476,0.0010525,0.50967765,0.297268851,0.827,0.114,0.05,20,Meadium to Large Reviews
Grill 'Em All,34.095778,-118.126545,91801,Alhambra,CA,$$,4,2185,burgers&newamerican&hotdogs,1,Beer & Wine Only,1,Garage& Street,1,0,0,Casual,Casual,3,8,6,13,15,15,12,5,18,0.101931962,0.014128476,0.0010525,0.50967765,0.297268851,0.827,0.114,0.05,20,Very Popular Resturant
Miras Grill,33.99209421,-118.090543,90660,Pico Rivera,CA,$$,4.5,90,persian,1,No,0,Street,1,1,0,Casual& Intimate& Classy,Casual,2,3,6,12,3,2,1,2,2,0.050652507,0.005650417,0.001764788,0.022663591,0.888508754,0.686,0.031,0.067,20,Small No Reviews
Chili's,33.98335,-118.0985,90660,Pico Rivera,CA,$$,2.5,308,tex-mex&tradamerican&bars,1,Full Bar,0,Private Lot,1,0,0,Casual,Casual,2,9,3,1,7,4,4,1,2,0.050652507,0.005650417,0.001764788,0.022663591,0.888508754,0.686,0.031,0.067,20,Meadium to Large Reviews
Hunan Chilli King,34.07983704,-118.0934893,91776,San Gabriel,CA,$$,3.5,269,chinese&seafood&asianfusion,0,Full Bar,1,Valet,0,1,0,Casual,Casual,2,6,6,5,28,4,9,1,4,0.066640615,0.008492901,0.001563111,0.633658981,0.279353914,0.751,0.05,0.05,20,Medium No Reviews
Sizzler,33.983604,-118.096183,90660,Pico Rivera,CA,$$,4,220,seafood&steak&tradamerican,1,Beer & Wine Only,0,Private Lot,1,0,0,Casual,Casual,2,9,3,1,6,6,4,1,2,0.050652507,0.005650417,0.001764788,0.022663591,0.888508754,0.686,0.031,0.067,20,Medium No Reviews
Dal Rae Restaurant,33.982917,-118.096127,90660,Pico Rivera,CA,$$$,4,987,steak&tradamerican&seafood,1,Full Bar,1,Valet,1,1,0,Classy,Dressy,2,9,3,1,6,6,4,1,1,0.050652507,0.005650417,0.001764788,0.022663591,0.888508754,0.686,0.031,0.067,45,large Number of Reviews
Petrillo's Pizza Restaurant,34.08030079,-118.0892203,91776,San Gabriel,CA,$$,3.5,1093,pizza&italian&sandwiches,1,Beer & Wine Only,0,Street,1,0,0,Casual,Casual,2,6,5,6,24,5,4,2,4,0.066640615,0.008492901,0.001563111,0.633658981,0.279353914,0.751,0.05,0.05,20,Very Popular Resturant
Oak Tree Inn,34.1101494,-118.1507781,91030,South Pasadena,CA,$$,3.5,301,chinese&seafood&venues,1,Full Bar,0,Private Lot,1,1,0,Casual,Casual,2,6,5,12,15,5,3,7,14,0.425445273,0.028010352,0.000951439,0.30080682,0.181344192,0.976,0.302,0.048,20,Meadium to Large Reviews
Pizza Place California,34.09830475,-118.10952,91776,San Gabriel,CA,$$,3.5,290,pizza&italian,1,Beer & Wine Only,1,Street& Private Lot,1,1,0,Casual,Casual,2,2,6,12,12,9,5,7,4,0.066640615,0.008492901,0.001563111,0.633658981,0.279353914,0.751,0.05,0.05,20,Medium No Reviews
888 Seafood Restaurant,34.07975,-118.08489,91770,Rosemead,CA,$$,3,782,dimsum&seafood&cantonese,1,Beer & Wine Only,0,Private Lot,1,1,0,Casual,Casual,3,3,3,2,9,5,4,1,3,0.046910631,0.003878194,0.001132433,0.564665002,0.338767975,0.666,0.043,0.065,20,large Number of Reviews
Clearman's Steak 'N Stein,33.9977,-118.07417,90660,Pico Rivera,CA,$$$,4,775,bars&steak&tradamerican,1,Full Bar,0,Private Lot,1,1,0,Intimate,Casual,2,8,6,2,7,1,1,1,1,0.050652507,0.005650417,0.001764788,0.022663591,0.888508754,0.686,0.031,0.067,45,large Number of Reviews
Ai Japanese Restaurant and Bar,34.114204,-118.150779,91030,South Pasadena,CA,$$,3,299,japanese&sushi&seafood,1,Full Bar,1,Street& Private Lot,1,1,0,Casual,Casual,2,17,11,5,40,10,7,4,21,0.425445273,0.028010352,0.000951439,0.30080682,0.181344192,0.976,0.302,0.048,20,Medium No Reviews
626 Lobster,34.08007572,-118.080612,91770,Rosemead,CA,$$,4,155,seafood&vietnamese&chinese,1,Beer & Wine Only,0,Garage& Street& Private Lot,1,1,0,Casual,Casual,2,5,2,2,8,4,5,1,3,0.046910631,0.003878194,0.001132433,0.564665002,0.338767975,0.666,0.043,0.065,20,Medium No Reviews
Fiore Market Cafe,34.11447,-118.15274,91030,South Pasadena,CA,$$,4.5,737,cafes&newamerican,1,No,1,Street& Private Lot,1,0,0,Casual,Casual,2,18,11,10,50,11,13,7,19,0.425445273,0.028010352,0.000951439,0.30080682,0.181344192,0.976,0.302,0.048,20,large Number of Reviews
Newport Seafood Restaurant,34.10208,-118.10687,91776,San Gabriel,CA,$$,4,2554,seafood&vietnamese&asianfusion,1,Beer & Wine Only,0,Valet& Street& Private Lot,1,0,0,Casual,Casual,2,3,6,2,16,10,5,7,6,0.066640615,0.008492901,0.001563111,0.633658981,0.279353914,0.751,0.05,0.05,20,Very Popular Resturant
Mike & Anne's Restaurant,34.11598,-118.15538,91030,South Pasadena,CA,$$,3.5,933,newamerican,1,Full Bar,1,Street,1,1,0,Casual,Casual,2,8,5,10,30,9,9,6,13,0.425445273,0.028010352,0.000951439,0.30080682,0.181344192,0.976,0.302,0.048,20,large Number of Reviews
The Marketplace Grill Cafe,33.95456428,-118.1317559,90240,Downey,CA,$$,4,1078,newamerican&mediterranean,1,Beer & Wine Only,1,Private Lot,1,0,0,Casual,Casual,2,12,6,1,14,10,2,7,1,0.190225704,0.020854318,0.001641485,0.08080582,0.660399179,0.752,0.074,0.044,20,Very Popular Resturant
Patakan Thai Restaurant,34.11738,-118.15083,91030,South Pasadena,CA,$,3.5,255,thai&salad&seafood,1,No,1,Private Lot,1,0,0,Casual,Casual,2,13,7,5,36,10,8,4,15,0.425445273,0.028010352,0.000951439,0.30080682,0.181344192,0.976,0.302,0.048,10,Medium No Reviews
Uncle Yu's Indian Theme Restaurant,34.0947315,-118.0911595,91776,San Gabriel,CA,$$,3.5,623,taiwanese&seafood&gastropubs,1,Beer & Wine Only,0,Private Lot,1,1,0,Casual,Casual,3,6,6,1,10,4,3,7,4,0.066640615,0.008492901,0.001563111,0.633658981,0.279353914,0.751,0.05,0.05,20,large Number of Reviews
Rose City Pizza,34.07463922,-118.0713695,91770,Rosemead,CA,$$,4,994,pizza&italian,1,Beer & Wine Only,1,Private Lot,1,0,0,Casual,Casual,2,3,1,1,4,5,4,3,10,0.046910631,0.003878194,0.001132433,0.564665002,0.338767975,0.666,0.043,0.065,20,large Number of Reviews
Mamma's Brick Oven Pizza & Pasta,34.11795,-118.149894,91030,South Pasadena,CA,$,4,928,pizza&italian&gluten_free,1,No,1,Private Lot,1,0,0,Casual,Casual,2,13,7,4,24,10,8,3,14,0.425445273,0.028010352,0.000951439,0.30080682,0.181344192,0.976,0.302,0.048,10,large Number of Reviews
Sea Harbour,34.07984,-118.07363,91770,Rosemead,CA,$$,3.5,1224,seafood&dimsum&cantonese,1,Beer & Wine Only,0,Private Lot,1,1,0,Casual,Casual,3,10,4,12,11,14,4,7,4,0.046910631,0.003878194,0.001132433,0.564665002,0.338767975,0.666,0.043,0.065,20,Very Popular Resturant
Enterprise Fish,33.9986344,-118.4809067,90405,Santa Monica,CA,$$,3.5,1693,seafood&venues&sportsbars,1,Full Bar,1,Street,1,1,0,Casual,Casual,2,15,2,13,16,12,12,7,20,0.665505226,0.029104325,0.00245952,0.075937692,0.118466899,0.97,0.3,0.057,20,Very Popular Resturant
Via Veneto,33.9984939,-118.4798662,90405,Santa Monica,CA,$$$$,4,405,italian,1,Beer & Wine Only,0,Valet,0,1,0,Intimate& Romantic,Dressy,2,19,2,16,16,12,13,7,20,0.665505226,0.029104325,0.00245952,0.075937692,0.118466899,0.97,0.3,0.057,60,Meadium to Large Reviews
Luigi al Teatro,33.99803,-118.47876,90405,Santa Monica,CA,$$$,4.5,98,italian&seafood,1,Full Bar,1,Valet& Private Lot,1,1,0,Trendy& Intimate& Romantic& Upscale,Casual,2,17,2,14,10,14,14,10,12,0.665505226,0.029104325,0.00245952,0.075937692,0.118466899,0.97,0.3,0.057,45,Small No Reviews
Hollywood Smoke,33.9978155,-118.4796127,90405,Santa Monica,CA,$$,4.5,75,tobaccoshops&lounges,1,No,0,Street,1,0,0,Casual,Casual,2,17,2,14,11,13,13,9,19,0.665505226,0.029104325,0.00245952,0.075937692,0.118466899,0.97,0.3,0.057,20,Small No Reviews
Yard House,33.98672113,-118.4416935,90292,Marina del Rey,CA,$$,3.5,787,newamerican&vegetarian&bars,1,Full Bar,1,Garage& Street& Private Lot,1,1,0,Casual,Casual,2,24,7,6,30,12,5,15,6,0.69799158,0.045079811,0.001227855,0.086344501,0.07757411,0.99,0.285,0.049,20,large Number of Reviews
Ruth's Chris Steak House,33.986653,-118.442089,90292,Marina del Rey,CA,$$$,4,521,steak&bars&venues,1,Full Bar,1,Garage,1,1,0,Classy,Dressy,2,24,7,8,31,12,5,15,5,0.69799158,0.045079811,0.001227855,0.086344501,0.07757411,0.99,0.285,0.049,45,Meadium to Large Reviews
Tender Greens,33.98632727,-118.4424773,90292,Marina Del Rey,CA,$$,4,502,newamerican&salad&sandwiches,1,Beer & Wine Only,1,Garage,1,0,0,Casual,Casual,2,24,7,9,31,12,5,15,5,0.69799158,0.045079811,0.001227855,0.086344501,0.07757411,0.99,0.285,0.049,20,Meadium to Large Reviews
The Warehouse Restaurant,33.98292585,-118.4446302,90292,Marina del Rey,CA,$$$,3,801,seafood&steak,1,Full Bar,1,Valet,1,1,0,Casual,Casual,2,11,4,6,18,9,2,8,4,0.69799158,0.045079811,0.001227855,0.086344501,0.07757411,0.99,0.285,0.049,45,large Number of Reviews
Locanda Positano,33.98878,-118.44663,90292,Marina Del Rey,CA,$$$,4,512,italian&desserts,1,Beer & Wine Only,0,Valet& Street,1,1,0,Intimate,Casual,2,21,9,11,23,14,3,21,3,0.69799158,0.045079811,0.001227855,0.086344501,0.07757411,0.99,0.285,0.049,45,Meadium to Large Reviews
SALT Restaurant and Bar,33.98011045,-118.4459561,90292,Marina del Rey,CA,$$,4,898,bars&tradamerican,1,Full Bar,1,Valet,0,1,0,Casual,Casual,2,3,1,4,3,4,10,1,3,0.69799158,0.045079811,0.001227855,0.086344501,0.07757411,0.99,0.285,0.049,20,large Number of Reviews
Firestone Walker Brewing Company - The Propagator,33.98972,-118.44861,90292,Marina Del Rey,CA,$$,3.5,504,brewpubs&bars&newamerican,1,Beer & Wine Only,0,Street& Private Lot,1,1,0,Casual& Trendy,Casual,2,14,5,11,15,13,3,14,9,0.69799158,0.045079811,0.001227855,0.086344501,0.07757411,0.99,0.285,0.049,20,Meadium to Large Reviews
Tony P's Dockside Grill,33.98373858,-118.4478979,90292,Marina Del Rey,CA,$$,3.5,878,sportsbars&seafood&breakfast_brunch,1,Full Bar,1,Private Lot,1,1,0,Casual,Casual,2,5,2,5,5,9,2,5,5,0.69799158,0.045079811,0.001227855,0.086344501,0.07757411,0.99,0.285,0.049,20,large Number of Reviews
26 Beach Restaurant,33.98962293,-118.4498883,90291,Venice,CA,$$,4,2764,newamerican&burgers&breakfast_brunch,1,Beer & Wine Only,1,Street& Private Lot,1,1,0,Casual,Casual,2,11,3,10,15,10,3,12,10,0.682557467,0.051142114,0.003361284,0.043877403,0.204857597,0.947,0.229,0.065,20,Very Popular Resturant
C & O Cucina,33.98938,-118.45061,90292,Marina Del Rey,CA,$$,4,1530,italian,1,Full Bar,1,Valet& Street& Private Lot,1,1,0,Casual,Casual,2,9,2,10,15,13,3,12,10,0.69799158,0.045079811,0.001227855,0.086344501,0.07757411,0.99,0.285,0.049,20,Very Popular Resturant
Scopa Italian Roots,33.98834,-118.451448,90292,Venice,CA,$$$,4,902,italian&breakfast_brunch,1,Full Bar,0,Valet& Street,1,1,0,Trendy,Casual,3,8,1,11,18,14,2,12,12,0.69799158,0.045079811,0.001227855,0.086344501,0.07757411,0.99,0.285,0.049,45,large Number of Reviews
Sunny Spot,33.9882795,-118.4520412,90292,Venice,CA,$$,3.5,1155,newamerican&bars&breakfast_brunch,1,Full Bar,1,Valet& Street& Private Lot,1,1,0,Casual,Casual,3,4,6,8,17,13,2,11,13,0.69799158,0.045079811,0.001227855,0.086344501,0.07757411,0.99,0.285,0.049,20,Very Popular Resturant
South End,33.988112,-118.453071,90291,Venice,CA,$$,4.5,717,wine_bars&tradamerican&pizza,1,Beer & Wine Only,0,Street& Private Lot,1,1,0,Trendy,Casual,3,3,6,7,14,10,2,9,13,0.682557467,0.051142114,0.003361284,0.043877403,0.204857597,0.947,0.229,0.065,20,large Number of Reviews
El Torito,33.97353404,-118.4463337,90292,Marina Del Rey,CA,$$,3.5,559,mexican&bars&buffets,1,Full Bar,1,Private Lot& Validated,1,1,0,Casual,Casual,2,1,6,1,19,1,10,1,6,0.69799158,0.045079811,0.001227855,0.086344501,0.07757411,0.99,0.285,0.049,20,Meadium to Large Reviews
Chart House,33.97869218,-118.4533319,90292,Marina del Rey,CA,$$$,3,396,seafood&steak&venues,1,Full Bar,1,Valet,1,1,0,Classy,Casual,2,14,6,12,2,18,1,1,6,0.69799158,0.045079811,0.001227855,0.086344501,0.07757411,0.99,0.285,0.049,45,Meadium to Large Reviews
Kanpai Japanese Sushi Bar & Grill,33.96185,-118.4214,90045,Los Angeles,CA,$$$,4,1323,japanese&sushi&bars,1,Beer & Wine Only,0,Street& Private Lot& Validated,1,1,0,Casual,Casual,2,13,2,3,4,12,6,4,6,0.481274709,0.129867018,0.001341799,0.111585001,0.172588954,0.979,0.224,0.058,45,Very Popular Resturant
Sustainabowl,33.9617584,-118.4207342,90045,Los Angeles,CA,$$,5,68,seafood&poke&acaibowls,1,No,1,Street& Private Lot,1,1,0,Hipster& Casual& Trendy& Intimate& Classy& Upscale,Casual,2,13,2,3,4,11,6,4,5,0.481274709,0.129867018,0.001341799,0.111585001,0.172588954,0.979,0.224,0.058,20,Small No Reviews
Killer Shrimp,33.983483,-118.456673,90292,Marina Del Rey,CA,$$,3.5,2135,newamerican&seafood&cocktailbars,1,Full Bar,1,Private Lot,1,1,0,Casual,Casual,2,7,1,4,12,12,2,2,5,0.69799158,0.045079811,0.001227855,0.086344501,0.07757411,0.99,0.285,0.049,20,Very Popular Resturant
Superba Food + Bread,33.99627524,-118.4565556,90291,Los Angeles,CA,$$,4,715,newamerican&bakeries&wine_bars,1,Beer & Wine Only,1,Street& Private Lot,1,1,0,Hipster& Casual,Casual,2,10,3,12,2,7,5,9,13,0.682557467,0.051142114,0.003361284,0.043877403,0.204857597,0.947,0.229,0.065,20,large Number of Reviews
Cinco,33.960296,-118.42056,90045,Los Angeles,CA,$$,4,496,mexican&bars,1,Full Bar,0,Private Lot,1,1,0,Casual& Trendy,Casual,3,13,2,4,4,11,7,4,8,0.481274709,0.129867018,0.001341799,0.111585001,0.172588954,0.979,0.224,0.058,20,Meadium to Large Reviews
Italy's Little Kitchen,33.96007919,-118.4190903,90045,Los Angeles,CA,$$,3.5,388,italian,1,Beer & Wine Only,1,Street,1,1,0,Casual,Casual,2,13,2,4,4,11,7,4,7,0.481274709,0.129867018,0.001341799,0.111585001,0.172588954,0.979,0.224,0.058,20,Meadium to Large Reviews
The Cheesecake Factory,33.97982513,-118.4586024,90292,Marina Del Rey,CA,$$,3,1085,newamerican&desserts,1,Full Bar,1,Valet,1,0,0,Casual,Casual,2,6,1,6,6,13,2,5,6,0.69799158,0.045079811,0.001227855,0.086344501,0.07757411,0.99,0.285,0.049,20,Very Popular Resturant
Frankie And Johnnie's,33.9831074,-118.4602153,90292,Marina Del Rey,CA,$$,2,223,pizza&italian,1,No,1,Private Lot,1,0,0,Casual,Casual,2,7,1,7,8,12,3,4,1,0.69799158,0.045079811,0.001227855,0.086344501,0.07757411,0.99,0.285,0.049,20,Medium No Reviews
DECK33,33.95863,-118.4189,90045,Los Angeles,CA,$$,3,55,newamerican&venues,1,Full Bar,1,Street,0,1,0,Trendy,Casual,2,11,2,4,4,9,7,4,7,0.481274709,0.129867018,0.001341799,0.111585001,0.172588954,0.979,0.224,0.058,20,Small No Reviews
Tajrish Persian Cuisine,33.983207,-118.460473,90292,Marina Del Rey,CA,$$,4,317,persian,1,Beer & Wine Only,1,Private Lot,1,1,0,Casual,Casual,4,7,1,7,8,11,3,4,1,0.69799158,0.045079811,0.001227855,0.086344501,0.07757411,0.99,0.285,0.049,20,Meadium to Large Reviews
Lemonade,33.989363,-118.462597,90291,Venice,CA,$$,4,1358,newamerican&salad,1,Beer & Wine Only,0,Street& Validated,1,0,0,Casual,Casual,2,2,6,5,13,14,6,8,6,0.682557467,0.051142114,0.003361284,0.043877403,0.204857597,0.947,0.229,0.065,20,Very Popular Resturant
The Good Pizza,33.95884,-118.43809,90293,Playa Del Rey,CA,$$,4,440,italian&pizza,1,Beer & Wine Only,1,Street& Private Lot,1,1,0,Casual,Casual,2,4,6,12,4,9,1,2,4,0.654403741,0.052611068,0.001792673,0.093219018,0.100077942,0.983,0.233,0.049,20,Meadium to Large Reviews
Islands Restaurant,33.98113207,-118.463303,90292,Marina Del Rey,CA,$$,3.5,293,burgers&tradamerican&beerbar,1,Full Bar,0,Private Lot,1,0,0,Casual,Casual,2,5,1,12,12,11,7,5,7,0.69799158,0.045079811,0.001227855,0.086344501,0.07757411,0.99,0.285,0.049,20,Medium No Reviews
Gjelina,33.99044319,-118.4649799,90291,Venice,CA,$$$,3.5,4315,newamerican&breakfast_brunch,1,Beer & Wine Only,1,Street,1,1,0,Hipster& Trendy,Casual,2,2,6,8,10,13,6,5,5,0.682557467,0.051142114,0.003361284,0.043877403,0.204857597,0.947,0.229,0.065,45,Very Popular Resturant
Hacienda Playa,33.9568635,-118.443133,90293,Playa Del Rey,CA,$$,3,188,mexican&sportsbars&soup,1,Full Bar,1,Street& Private Lot,1,1,0,Casual,Casual,2,3,6,12,4,5,1,2,1,0.654403741,0.052611068,0.001792673,0.093219018,0.100077942,0.983,0.233,0.049,20,Medium No Reviews
C&O Trattoria,33.97972,-118.46613,90292,Marina del Rey,CA,$$,4,2995,italian&wine_bars,1,Beer & Wine Only,1,Street,1,1,0,Casual,Casual,2,1,6,11,6,9,6,5,5,0.69799158,0.045079811,0.001227855,0.086344501,0.07757411,0.99,0.285,0.049,20,Very Popular Resturant
Cantalini's Salerno Beach Restaurant,33.9588938,-118.4486494,90293,Playa Del Rey,CA,$$,4,529,italian&pizza&seafood,1,Beer & Wine Only,1,Valet& Street,1,1,0,Casual& Romantic,Casual,2,6,6,9,2,2,4,2,1,0.654403741,0.052611068,0.001792673,0.093219018,0.100077942,0.983,0.233,0.049,20,Meadium to Large Reviews
Bin 73,33.979145,-118.466194,90292,Marina del Rey,CA,$$,4,179,newamerican,1,Full Bar,1,Street,1,0,0,Casual,Casual,2,1,6,11,6,9,6,5,5,0.69799158,0.045079811,0.001227855,0.086344501,0.07757411,0.99,0.285,0.049,20,Medium No Reviews
Bacari PDR,33.95868422,-118.4483524,90293,Playa Del Rey,CA,$$,4.5,690,newamerican&wine_bars&breakfast_brunch,1,Full Bar,1,Street,1,1,0,Hipster& Casual& Trendy& Intimate,Casual,2,6,6,9,2,2,4,2,1,0.654403741,0.052611068,0.001792673,0.093219018,0.100077942,0.983,0.233,0.049,20,large Number of Reviews
Greenleaf Gourmet Chopshop,33.9913978,-118.4683327,90291,Venice,CA,$$,3.5,283,salad&newamerican&breakfast_brunch,1,Full Bar,1,Valet& Street,1,0,0,Casual& Trendy,Casual,2,2,1,8,11,15,7,5,9,0.682557467,0.051142114,0.003361284,0.043877403,0.204857597,0.947,0.229,0.065,20,Medium No Reviews
Caffe Pinguini Italian Restaurant,33.9574661,-118.4495173,90293,Playa del Rey,CA,$$$,4,254,italian&seafood,1,Beer & Wine Only,1,Valet& Street,1,1,0,Romantic,Casual,2,6,6,9,2,1,4,2,1,0.654403741,0.052611068,0.001792673,0.093219018,0.100077942,0.983,0.233,0.049,45,Medium No Reviews
James' Beach,33.98475034,-118.4703723,90291,Venice,CA,$$,3,704,newamerican&bars&breakfast_brunch,1,Full Bar,1,Valet& Street,1,1,0,Casual,Casual,2,20,1,9,4,10,8,7,2,0.682557467,0.051142114,0.003361284,0.043877403,0.204857597,0.947,0.229,0.065,20,large Number of Reviews
Barrique,33.99316,-118.47465,90291,Venice,CA,$$$,4.5,322,wine_bars&italian,1,Beer & Wine Only,1,Valet& Street,1,1,0,Intimate& Romantic,Casual,2,11,2,5,6,8,8,9,9,0.682557467,0.051142114,0.003361284,0.043877403,0.204857597,0.947,0.229,0.065,45,Meadium to Large Reviews
Rose Cafe & Restaurant,33.99614,-118.47704,90291,Venice,CA,$$,3.5,1325,cafes&breakfast_brunch&cocktailbars,1,Full Bar,1,Valet& Street,0,1,0,Hipster& Trendy,Casual,2,14,3,12,8,8,11,12,11,0.682557467,0.051142114,0.003361284,0.043877403,0.204857597,0.947,0.229,0.065,20,Very Popular Resturant
