name,latitude,longitude,zipcode,city,state,price,rating,review_count,category_x,Accept_Credit_Card,Alcohol,Outdoor_Seating,Parking,Take_out,Takes_Reservations,WIFI,Ambience,Attire,Noise_Level,atm,bank,bar,beauty_salon,bus_station,cafe,gym,school,White_population,Black_population,American_Indian_population,Asian_population,Hispanic_or_Latino_population,High_school_or_higher,Graduate_or_professional_degree,Unemployed,average_price,review_count_binned
Caffe E Vino,40.68971,-73.97827,11201,Brooklyn,NY,$$,4,300,italian,1,Beer & Wine Only,1,Street,1,1,0,Intimate,Casual,2,27,6,19,26,26,23,13,28,0.508190801,0.117051312,0.001395227,0.081497653,0.104477857,0.951,0.377,0.046,20,Medium No Reviews
Applebee's Grill + Bar,40.689387,-73.980712,11201,Brooklyn,NY,$$,2,198,tradamerican&sportsbars&burgers,1,Full Bar,0,Street,1,0,0,Casual,Casual,2,32,9,21,37,31,26,15,38,0.508190801,0.117051312,0.001395227,0.081497653,0.104477857,0.951,0.377,0.046,20,Medium No Reviews
Walter's,40.68941116,-73.97325897,11217,Brooklyn,NY,$$,4,466,newamerican&cocktailbars,1,Full Bar,0,Street,0,1,0,Casual,Casual,2,13,1,34,23,30,13,9,30,0.457908423,0.184835815,0.001937589,0.054634917,0.183357128,0.907,0.337,0.049,20,Meadium to Large Reviews
Evelina,40.689722,-73.971003,11205,Brooklyn,NY,$$$,4.5,69,italian,1,Full Bar,1,Street,0,1,0,Casual,Casual,2,9,4,31,17,33,13,6,25,0.345116586,0.281808183,0.001693797,0.044610647,0.188407391,0.822,0.191,0.083,45,Small No Reviews
Graziella's,40.69045639,-73.96962738,11205,Brooklyn,NY,$$,4,367,italian&pizza&bars,1,Full Bar,1,Street,1,1,0,Casual,Casual,2,11,6,20,16,30,11,5,38,0.345116586,0.281808183,0.001693797,0.044610647,0.188407391,0.822,0.191,0.083,20,Meadium to Large Reviews
Five Spot,40.69343,-73.96715,11205,Brooklyn,NY,$$,2,169,soulfood&seafood&tradamerican,1,Full Bar,1,Street,1,1,0,Casual,Casual,2,13,7,15,19,35,12,9,34,0.345116586,0.281808183,0.001693797,0.044610647,0.188407391,0.822,0.191,0.083,20,Medium No Reviews
Dino,40.68941,-73.97047,11205,Brooklyn,NY,$$,3.5,239,italian,1,Full Bar,1,Street,1,1,0,Casual& Intimate,Casual,2,8,4,31,20,34,14,7,28,0.345116586,0.281808183,0.001693797,0.044610647,0.188407391,0.822,0.191,0.083,20,Medium No Reviews
Brooklyn Public House,40.68958,-73.96939,11205,Brooklyn,NY,$$,3.5,290,pubs&tradamerican,1,Full Bar,1,Street,1,0,0,Casual,Casual,2,6,5,21,16,35,10,6,35,0.345116586,0.281808183,0.001693797,0.044610647,0.188407391,0.822,0.191,0.083,20,Medium No Reviews
Pink Tea Cup,40.68749412,-73.9727583,11238,Brooklyn,NY,$$,3,434,breakfast_brunch&southern&bars,1,Full Bar,0,Street,1,1,0,Casual,Casual,2,10,4,34,16,28,15,8,29,0.304385933,0.405543585,0.001552058,0.048570281,0.103768762,0.927,0.279,0.054,20,Meadium to Large Reviews
Brooklyn Moon Cafe,40.68662,-73.97485,11217,Brooklyn,NY,$$,3.5,289,southern&newamerican&caribbean,1,Full Bar,0,Street,1,0,0,Casual,Casual,2,19,7,33,19,31,19,10,26,0.457908423,0.184835815,0.001937589,0.054634917,0.183357128,0.907,0.337,0.049,20,Medium No Reviews
Olea,40.6877844,-73.9706046,11238,Brooklyn,NY,$$,4,782,breakfast_brunch&mediterranean&beer_and_wine,1,Full Bar,1,Street,1,0,0,Casual,Casual,2,3,6,31,17,34,11,8,24,0.304385933,0.405543585,0.001552058,0.048570281,0.103768762,0.927,0.279,0.054,20,large Number of Reviews
Wray's Caribbean and Seafood Cuisine,40.69376,-73.96478,11205,Brooklyn,NY,$$,2.5,223,caribbean&seafood,1,Full Bar,1,Street,1,1,0,Trendy,Casual,2,13,8,8,18,29,10,11,36,0.345116586,0.281808183,0.001693797,0.044610647,0.188407391,0.822,0.191,0.083,20,Medium No Reviews
Soco,40.693866,-73.964535,11205,Brooklyn,NY,$$,4,1846,cajun&bbq&soulfood,1,Full Bar,1,Street,1,1,0,Casual& Trendy,Casual,2,15,8,8,16,28,10,11,33,0.345116586,0.281808183,0.001693797,0.044610647,0.188407391,0.822,0.191,0.083,20,Very Popular Resturant
No 7,40.6861,-73.97305,11238,Brooklyn,NY,$$,3.5,347,newamerican&bars,1,Full Bar,0,Street,1,1,0,Casual,Casual,2,13,6,36,14,40,16,8,22,0.304385933,0.405543585,0.001552058,0.048570281,0.103768762,0.927,0.279,0.054,20,Meadium to Large Reviews
Yayo's,40.68199,-73.97697,11217,Brooklyn,NY,$$,3.5,192,latin&bars&breakfast_brunch,1,Full Bar,0,Valet& Street& Private Lot,1,1,0,Casual,Casual,2,28,8,31,25,40,24,18,37,0.457908423,0.184835815,0.001937589,0.054634917,0.183357128,0.907,0.337,0.049,20,Medium No Reviews
Broccolino,40.68193115,-73.97627279,11217,Brooklyn,NY,$$,3.5,229,italian,1,Full Bar,1,Street,1,1,0,Casual,Casual,2,25,8,30,25,40,22,19,36,0.457908423,0.184835815,0.001937589,0.054634917,0.183357128,0.907,0.337,0.049,20,Medium No Reviews
Patsy's Pizzeria,40.6818695,-73.976181,11217,Brooklyn,NY,$$,4.5,425,pizza&italian,1,Full Bar,1,Street,1,0,0,Casual,Casual,2,25,8,30,25,38,22,19,37,0.457908423,0.184835815,0.001937589,0.054634917,0.183357128,0.907,0.337,0.049,20,Meadium to Large Reviews
Peaches Shrimp and Crab,40.6879838,-73.9625478,11238,Brooklyn,NY,$$,4,203,seafood&newamerican&southern,1,Full Bar,1,Street,1,1,0,Casual& Trendy,Casual,2,7,6,13,8,22,10,5,41,0.304385933,0.405543585,0.001552058,0.048570281,0.103768762,0.927,0.279,0.054,20,Medium No Reviews
BK9,40.681232,-73.977485,11217,Brooklyn,NY,$$,3.5,286,caribbean&cocktailbars,1,Full Bar,1,Street,1,1,0,Casual& Trendy,Casual,2,31,9,31,23,39,28,19,38,0.457908423,0.184835815,0.001937589,0.054634917,0.183357128,0.907,0.337,0.049,20,Medium No Reviews
232 Taste Korea,40.69108105,-73.95971847,11205,Brooklyn,NY,$$,3.5,167,korean&bars,0,Full Bar,0,Street,1,1,0,Casual& Trendy,Casual,4,19,3,16,14,34,14,5,38,0.345116586,0.281808183,0.001693797,0.044610647,0.188407391,0.822,0.191,0.083,20,Medium No Reviews
Belli Osteria,40.68351998,-73.96690242,11238,Brooklyn,NY,$$,4,201,italian&breakfast_brunch&burgers,1,Full Bar,0,Garage& Street& Private Lot,1,1,0,Casual,Casual,2,9,6,26,17,38,9,7,27,0.304385933,0.405543585,0.001552058,0.048570281,0.103768762,0.927,0.279,0.054,20,Medium No Reviews
Woodland,40.680155,-73.9749779,11217,Brooklyn,NY,$$,3,948,newamerican&seafood&cocktailbars,1,Full Bar,1,Street,1,1,0,Casual& Trendy,Casual,2,21,4,28,26,31,24,18,35,0.457908423,0.184835815,0.001937589,0.054634917,0.183357128,0.907,0.337,0.049,20,large Number of Reviews
Rustik Tavern,40.690801,-73.958279,11205,Brooklyn,NY,$$,3.5,353,tradamerican&pubs&venues,1,Full Bar,1,Street,1,1,0,Casual,Casual,2,21,3,17,14,32,12,5,30,0.345116586,0.281808183,0.001693797,0.044610647,0.188407391,0.822,0.191,0.083,20,Meadium to Large Reviews
Piquant,40.68003185,-73.97413663,11217,Brooklyn,NY,$$,3.5,636,newamerican&latin,1,Full Bar,1,Garage& Street,1,1,0,Casual,Casual,2,16,2,25,23,34,25,18,31,0.457908423,0.184835815,0.001937589,0.054634917,0.183357128,0.907,0.337,0.049,20,large Number of Reviews
Morgan's Brooklyn Barbecue,40.679879,-73.974093,11217,Brooklyn,NY,$$,3.5,647,bbq&bars&breakfast_brunch,1,Full Bar,1,Street,1,0,0,Casual,Casual,2,18,3,26,25,35,25,17,32,0.457908423,0.184835815,0.001937589,0.054634917,0.183357128,0.907,0.337,0.049,20,large Number of Reviews
Bed-Stuy Fish Fry,40.682444,-73.963138,11238,Brooklyn,NY,$$,2,229,seafood,0,No,0,Street,1,0,0,Casual,Casual,2,17,1,27,18,33,12,9,35,0.304385933,0.405543585,0.001552058,0.048570281,0.103768762,0.927,0.279,0.054,20,Medium No Reviews
Burrito Bar,40.678342,-73.9730639,11238,Brooklyn,NY,$$,3,578,mexican&bars,1,Full Bar,1,Street,1,1,0,Casual,Casual,2,16,3,29,32,37,28,18,37,0.304385933,0.405543585,0.001552058,0.048570281,0.103768762,0.927,0.279,0.054,20,Meadium to Large Reviews
Claudine's,40.68126678,-73.99391174,11231,Brooklyn,NY,$$,4,105,italian&pizza,1,Beer & Wine Only,1,Street,1,1,0,Casual,Casual,2,18,9,27,19,9,18,8,40,0.532697844,0.11552876,0.001575145,0.037559068,0.192955298,0.882,0.296,0.068,20,Small No Reviews
Enoteca on Court,40.68213654,-73.99571228,11231,Brooklyn,NY,$$,4,231,italian&pizza,1,Full Bar,1,Street,1,1,0,Casual,Casual,2,18,9,29,21,9,19,10,37,0.532697844,0.11552876,0.001575145,0.037559068,0.192955298,0.882,0.296,0.068,20,Medium No Reviews
Taheni Mediterranean Grill,40.67742,-73.98343,11215,Brooklyn,NY,$,4.5,163,falafel&mideastern,1,No,1,Street,1,0,0,Casual,Casual,2,18,3,27,17,18,16,17,29,0.602102356,0.045640289,0.000873633,0.055630707,0.159832601,0.949,0.395,0.037,10,Medium No Reviews
Fancy Nancy,40.68952093,-73.95529162,11205,Bedford-Stuyvesant,NY,$$,4,111,cocktailbars&newamerican&wine_bars,1,Full Bar,0,Street,1,0,0,Hipster& Casual,Casual,2,17,2,15,12,31,11,4,29,0.345116586,0.281808183,0.001693797,0.044610647,0.188407391,0.822,0.191,0.083,20,Small No Reviews
Zaytoons,40.678733,-73.968803,11238,Brooklyn,NY,$$,4,247,mideastern&mediterranean&sandwiches,0,Beer & Wine Only,1,Street,1,0,0,Casual,Casual,2,14,2,30,18,38,22,15,32,0.304385933,0.405543585,0.001552058,0.048570281,0.103768762,0.927,0.279,0.054,20,Medium No Reviews
Sweet Chick,40.67763,-73.97255,11217,Brooklyn,NY,$$,4,341,newamerican&southern&bars,1,Full Bar,1,Street,1,0,0,Hipster& Casual& Trendy,Casual,2,12,5,24,23,30,24,19,33,0.457908423,0.184835815,0.001937589,0.054634917,0.183357128,0.907,0.337,0.049,20,Meadium to Large Reviews
Wing Wagon,40.677126,-73.972091,11238,Brooklyn,NY,$$,3,111,chicken_wings&newamerican&sandwiches,0,No,0,Street,1,0,0,Casual,Casual,2,13,5,24,23,28,22,20,37,0.304385933,0.405543585,0.001552058,0.048570281,0.103768762,0.927,0.279,0.054,20,Small No Reviews
Milk River,40.680362,-73.962419,11238,Brooklyn,NY,$$,2.5,393,caribbean&musicvenues&sportsbars,1,Full Bar,0,Valet,1,1,0,Trendy,Casual,3,18,2,37,25,34,20,9,32,0.304385933,0.405543585,0.001552058,0.048570281,0.103768762,0.927,0.279,0.054,20,Meadium to Large Reviews
Seed,40.6754336,-73.9811254,11215,Brooklyn,NY,$$,4.5,165,mediterranean&turkish&seafood,1,Beer & Wine Only,1,Street,1,1,0,Casual,Casual,2,25,8,29,28,15,19,20,50,0.602102356,0.045640289,0.000873633,0.055630707,0.159832601,0.949,0.395,0.037,20,Medium No Reviews
Crab Spot Restaurant,40.675012,-73.97621,11215,Brooklyn,NY,$$$,3,304,seafood,1,Full Bar,0,Street,1,1,0,Casual,Casual,2,24,11,16,35,21,21,15,49,0.602102356,0.045640289,0.000873633,0.055630707,0.159832601,0.949,0.395,0.037,45,Meadium to Large Reviews
Faros Restaurant,40.6749,-73.97532,11217,Brooklyn,NY,$$,4,188,greek&mediterranean,1,Full Bar,1,Street,1,1,0,Classy,Casual,2,22,10,14,32,20,17,13,46,0.457908423,0.184835815,0.001937589,0.054634917,0.183357128,0.907,0.337,0.049,20,Medium No Reviews
Scottadito Osteria Toscana,40.6746627,-73.9766125,11215,Brooklyn,NY,$$,4,747,italian&venues&breakfast_brunch,1,Full Bar,0,Street,1,1,0,Romantic,Casual,2,24,11,17,35,21,23,14,47,0.602102356,0.045640289,0.000873633,0.055630707,0.159832601,0.949,0.395,0.037,20,large Number of Reviews
Benchmark,40.67379761,-73.98314667,11215,Brooklyn,NY,$$$,3.5,454,steak&newamerican,1,Full Bar,1,Garage& Street,1,1,0,Romantic,Casual,2,16,4,27,18,16,17,14,40,0.602102356,0.045640289,0.000873633,0.055630707,0.159832601,0.949,0.395,0.037,45,Meadium to Large Reviews
Lighthouse,40.71040805,-73.95390405,11211,Brooklyn,NY,$$,4,223,bars&modern_european&newamerican,1,Full Bar,1,Street,1,1,0,Hipster,Casual,2,30,9,57,34,45,29,8,21,0.577955955,0.030079785,0.001025671,0.033610462,0.231900352,0.842,0.16,0.045,20,Medium No Reviews
Stone Park Cafe,40.67297,-73.98332,11215,Brooklyn,NY,$$,4,851,newamerican&breakfast_brunch&venues,1,Full Bar,1,Street,1,1,0,Casual,Casual,2,22,6,28,23,20,19,12,45,0.602102356,0.045640289,0.000873633,0.055630707,0.159832601,0.949,0.395,0.037,20,large Number of Reviews
Shanes Brooklyn,40.674182,-73.963371,11238,Brooklyn,NY,$$,3.5,276,newamerican,1,Full Bar,0,Street,1,1,0,Casual,Casual,2,7,1,17,15,14,14,7,29,0.304385933,0.405543585,0.001552058,0.048570281,0.103768762,0.927,0.279,0.054,20,Medium No Reviews
Buttermilk Channel,40.675919,-73.999059,11231,Brooklyn,NY,$$,4,1752,newamerican&breakfast_brunch,1,Full Bar,1,Street,1,1,0,Casual,Casual,2,19,2,11,8,15,15,9,14,0.532697844,0.11552876,0.001575145,0.037559068,0.192955298,0.882,0.296,0.068,20,Very Popular Resturant
Cafe Argentino,40.711199,-73.95137,11211,Brooklyn,NY,$$,4,190,argentine&steak&cafes,1,Full Bar,1,Street,1,1,0,Casual& Intimate,Casual,2,18,4,52,27,41,21,8,21,0.577955955,0.030079785,0.001025671,0.033610462,0.231900352,0.842,0.16,0.045,20,Medium No Reviews
Sotto Voce,40.66989899,-73.97874451,11215,Brooklyn,NY,$$,3.5,288,italian,1,Full Bar,1,Street,1,1,0,Intimate,Casual,2,17,7,9,22,15,14,13,50,0.602102356,0.045640289,0.000873633,0.055630707,0.159832601,0.949,0.395,0.037,20,Medium No Reviews
Chela Modern Mexican,40.67032,-73.98569,11215,Brooklyn,NY,$$,4.5,143,lounges&mexican,1,Full Bar,1,Street,1,1,0,Hipster& Casual& Trendy& Intimate& Romantic& Classy,Casual,2,27,11,28,24,26,16,15,37,0.602102356,0.045640289,0.000873633,0.055630707,0.159832601,0.949,0.395,0.037,20,Small No Reviews
Forcella,40.711353,-73.9490983,11211,Brooklyn,NY,$$,3.5,406,pizza&bars&italian,1,Full Bar,0,Street,1,1,0,Casual,Casual,2,17,4,45,36,38,21,6,27,0.577955955,0.030079785,0.001025671,0.033610462,0.231900352,0.842,0.16,0.045,20,Meadium to Large Reviews
Chimu Bistro,40.714903,-73.95144,11211,Brooklyn,NY,$$,4,748,steak&peruvian&seafood,1,Full Bar,1,Street,1,0,0,Casual,Casual,2,10,3,52,24,30,30,6,20,0.577955955,0.030079785,0.001025671,0.033610462,0.231900352,0.842,0.16,0.045,20,large Number of Reviews
Okonomi,40.712622,-73.9487843,11211,Brooklyn,NY,$$,4.5,383,japanese&seafood,1,Beer & Wine Only,0,Street,0,1,0,Casual& Intimate,Casual,4,16,6,51,36,37,27,9,20,0.577955955,0.030079785,0.001025671,0.033610462,0.231900352,0.842,0.16,0.045,20,Meadium to Large Reviews
Chavela's,40.673484,-73.957267,11238,Brooklyn,NY,$$,4,925,mexican&bars&sandwiches,1,Full Bar,1,Street,1,0,0,Casual,Casual,2,12,5,24,21,32,13,7,42,0.304385933,0.405543585,0.001552058,0.048570281,0.103768762,0.927,0.279,0.054,20,large Number of Reviews
Surf City,40.71152672,-74.0427972,7302,Jersey City,NJ,$$,2.5,508,bars&seafood&sandwiches,1,Full Bar,1,Private Lot,0,0,0,Casual,Casual,2,1,6,5,4,3,5,2,6,0.366991878,0.08924881,0.00127361,0.228096314,0.162973999,0.954,0.359,0.027,20,Meadium to Large Reviews
Latham House,40.71867231,-74.04192143,7302,Jersey City,NJ,$$,4,286,tradamerican&newamerican,1,Full Bar,1,Street,1,1,0,Casual& Trendy,Casual,2,19,9,33,27,18,20,21,32,0.366991878,0.08924881,0.00127361,0.228096314,0.162973999,0.954,0.359,0.027,20,Medium No Reviews
Mathews Food & Drink,40.72085,-74.04299,7302,Jersey City,NJ,$$,4,334,newamerican&bars&breakfast_brunch,1,Full Bar,0,Street,1,1,0,Trendy,Casual,2,21,7,28,29,10,24,25,27,0.366991878,0.08924881,0.00127361,0.228096314,0.162973999,0.954,0.359,0.027,20,Meadium to Large Reviews
Dullboy,40.72138,-74.04239,7302,Jersey City,NJ,$$,4,302,cocktailbars&tradamerican&diners,1,Full Bar,0,Street,0,1,0,Hipster& Trendy,Casual,2,23,8,27,30,9,23,23,25,0.366991878,0.08924881,0.00127361,0.228096314,0.162973999,0.954,0.359,0.027,20,Meadium to Large Reviews
Abbondanza Trattoria & Brick Oven Pizza,40.71599,-74.0455099,7302,Jersey City,NJ,$$,3.5,219,italian&pizza,1,No,1,Private Lot,1,1,0,Casual,Casual,2,8,2,12,21,18,13,5,24,0.366991878,0.08924881,0.00127361,0.228096314,0.162973999,0.954,0.359,0.027,20,Medium No Reviews
Skinner's Loft,40.7206199,-74.04376,7302,Jersey City,NJ,$$,4,886,newamerican&breakfast_brunch,1,Full Bar,1,Street,1,1,0,Casual,Casual,2,21,7,29,31,10,24,26,29,0.366991878,0.08924881,0.00127361,0.228096314,0.162973999,0.954,0.359,0.027,20,large Number of Reviews
South House Bar & Restaurant,40.72043026,-74.04425338,7302,Jersey City,NJ,$$,3.5,502,southern&cocktailbars&musicvenues,1,Full Bar,1,Street,1,0,0,Casual& Trendy,Casual,3,21,7,30,31,13,26,26,30,0.366991878,0.08924881,0.00127361,0.228096314,0.162973999,0.954,0.359,0.027,20,Meadium to Large Reviews
Talde,40.721248,-74.044296,7302,Jersey City,NJ,$$,3.5,652,bars&asianfusion&tradamerican,1,Full Bar,1,Street,1,1,0,Casual& Trendy,Casual,2,19,6,30,32,9,24,26,28,0.366991878,0.08924881,0.00127361,0.228096314,0.162973999,0.954,0.359,0.027,20,large Number of Reviews
Red Hook Lobster Pound,40.67976871,-74.0103687,11231,Brooklyn,NY,$$,4,909,seafood,1,Full Bar,0,Street,1,1,0,Casual,Casual,2,8,6,4,3,11,8,1,10,0.532697844,0.11552876,0.001575145,0.037559068,0.192955298,0.882,0.296,0.068,20,large Number of Reviews
Grindhaus,40.6791767,-74.0105276,11231,Brooklyn,NY,$$,4.5,89,newamerican&desserts,1,Beer & Wine Only,1,Street,1,1,0,Hipster,Casual,2,9,6,6,3,12,10,2,13,0.532697844,0.11552876,0.001575145,0.037559068,0.192955298,0.882,0.296,0.068,20,Small No Reviews
Kevin's,40.67918048,-74.01059603,11231,Brooklyn,NY,$$,4,139,seafood,1,Full Bar,0,Street,1,1,0,Casual,Casual,4,9,6,6,3,12,10,2,12,0.532697844,0.11552876,0.001575145,0.037559068,0.192955298,0.882,0.296,0.068,20,Small No Reviews
Brooklyn Crab,40.6752649,-74.016568,11231,Brooklyn,NY,$$,3,886,seafood&bars&raw_food,1,Full Bar,1,Street,0,1,0,Casual,Casual,2,4,6,7,1,9,6,1,6,0.532697844,0.11552876,0.001575145,0.037559068,0.192955298,0.882,0.296,0.068,20,large Number of Reviews
Barrel and Fare Brooklyn,40.66877,-73.99043,11215,Brooklyn,NY,$$,3.5,86,newamerican&diners&breakfast_brunch,1,Full Bar,1,Garage& Street,1,1,0,Casual,Casual,2,28,12,21,22,22,14,14,30,0.602102356,0.045640289,0.000873633,0.055630707,0.159832601,0.949,0.395,0.037,20,Small No Reviews
Llama Inn,40.71672,-73.95051,11211,Brooklyn,NY,$$$,4,348,peruvian&bars,1,Full Bar,1,Street,0,1,0,Trendy,Casual,2,5,1,36,17,25,20,9,18,0.577955955,0.030079785,0.001025671,0.033610462,0.231900352,0.842,0.16,0.045,45,Meadium to Large Reviews
Sweet Science,40.70638418,-73.94311197,11206,Brooklyn,NY,$$,3.5,476,bars&burgers&newamerican,1,Full Bar,0,Street,1,1,0,Hipster& Casual,Casual,2,15,3,15,27,31,9,3,26,0.242231494,0.223092356,0.001869457,0.050406949,0.400314616,0.711,0.06,0.096,20,Meadium to Large Reviews
Danny's Pizzeria II,40.70778,-73.94296,11206,Brooklyn,NY,$,3,63,pizza&italian,1,No,1,Street,1,0,0,Casual,Casual,2,17,3,23,33,28,14,6,30,0.242231494,0.223092356,0.001869457,0.050406949,0.400314616,0.711,0.06,0.096,10,Small No Reviews
DeStefano's Steakhouse,40.71503,-73.94767,11211,Brooklyn,NY,$$$,4.5,690,steak&breakfast_brunch&coffee,1,Full Bar,0,Street,1,1,0,Casual,Casual,2,11,3,52,33,32,27,11,15,0.577955955,0.030079785,0.001025671,0.033610462,0.231900352,0.842,0.16,0.045,45,large Number of Reviews
Mesa Coyoacan,40.71552,-73.94438,11211,Brooklyn,NY,$$,4,696,mexican&bars,1,Full Bar,0,Street,1,1,0,Trendy,Casual,2,18,4,35,30,31,21,14,13,0.577955955,0.030079785,0.001025671,0.033610462,0.231900352,0.842,0.16,0.045,20,large Number of Reviews
La Locanda,40.71783829,-73.944664,11211,Brooklyn,NY,$$,3.5,74,italian,1,Beer & Wine Only,0,Street,1,1,0,Casual,Casual,2,11,2,24,18,26,11,9,13,0.577955955,0.030079785,0.001025671,0.033610462,0.231900352,0.842,0.16,0.045,20,Small No Reviews
Mama Bella's Grill & Bar Lounge,40.70181892,-73.93675226,11206,Brooklyn,NY,$$,4,27,italian&bars&caribbean,1,Full Bar,1,Street,1,1,0,Casual,Casual,2,18,3,13,19,19,11,7,12,0.242231494,0.223092356,0.001869457,0.050406949,0.400314616,0.711,0.06,0.096,20,Small No Reviews
Five Leaves,40.72371831,-73.95159864,11222,Brooklyn,NY,$$,4,1476,newamerican&bars,1,Full Bar,1,Street,1,0,0,Hipster,Casual,2,22,10,31,28,25,17,14,27,0.7718397,0.017538045,0.001380948,0.049299859,0.15748336,0.922,0.215,0.041,20,Very Popular Resturant
Frost Restaurant,40.7183867,-73.9434906,11211,Brooklyn,NY,$$,4,135,italian&seafood&wine_bars,1,Full Bar,0,Street,1,1,0,Casual,Casual,2,14,2,20,15,21,11,10,16,0.577955955,0.030079785,0.001025671,0.033610462,0.231900352,0.842,0.16,0.045,20,Small No Reviews
El Born,40.72434792,-73.95122261,11222,Brooklyn,NY,$$,4.5,240,spanish&wine_bars&tapasmallplates,1,Full Bar,1,Street,1,1,0,Casual,Casual,2,25,11,29,30,25,18,16,27,0.7718397,0.017538045,0.001380948,0.049299859,0.15748336,0.922,0.215,0.041,20,Medium No Reviews
Ringolevio,40.71907,-73.94337,11222,Brooklyn,NY,$$,4.5,237,mediterranean&tapasmallplates&cocktailbars,1,Full Bar,0,Street,1,1,0,Casual,Casual,2,14,2,19,12,18,10,11,13,0.7718397,0.017538045,0.001380948,0.049299859,0.15748336,0.922,0.215,0.041,20,Medium No Reviews
Peaches HotHouse,40.68336997,-73.94377984,11216,Brooklyn,NY,$$,4,985,southern&tradamerican&bars,1,Full Bar,1,Street,1,0,0,Casual,Casual,2,20,4,9,57,33,17,6,29,0.09935354,0.699113325,0.002190194,0.028278225,0.104140172,0.852,0.173,0.081,20,large Number of Reviews
Island Cz Cafe,40.6733235,-73.9569933,11238,Brooklyn,NY,$$,3,143,caribbean&seafood,1,Full Bar,0,Street,1,1,0,Casual,Casual,2,12,4,24,21,31,13,6,42,0.304385933,0.405543585,0.001552058,0.048570281,0.103768762,0.927,0.279,0.054,20,Small No Reviews
Aita Trattoria,40.67120951,-73.95792556,11238,Crown Heights,NY,$$,4,132,italian,1,Full Bar,0,Street,1,1,0,Casual& Intimate,Casual,2,14,5,19,18,29,13,1,34,0.304385933,0.405543585,0.001552058,0.048570281,0.103768762,0.927,0.279,0.054,20,Small No Reviews
A Gusto,40.679782,-73.942825,11216,Bedford-Stuyvesant,NY,$$,4,95,cafes&wine_bars&thai,1,Beer & Wine Only,1,Street,1,1,0,Hipster& Casual& Trendy& Intimate,Casual,2,17,5,9,60,37,13,4,18,0.09935354,0.699113325,0.002190194,0.028278225,0.104140172,0.852,0.173,0.081,20,Small No Reviews
Rocco Pizza,40.68269898,-73.94065785,11216,Brooklyn,NY,$,3,50,pizza&italian,1,No,0,Street,1,0,0,Casual,Casual,2,23,4,10,52,34,15,5,20,0.09935354,0.699113325,0.002190194,0.028278225,0.104140172,0.852,0.173,0.081,10,Small No Reviews
Tree House,40.68281,-73.93786,11216,Brooklyn,NY,$$,4,84,bars&caribbean&african,1,Full Bar,1,Street,1,1,0,Casual& Trendy& Intimate,Casual,2,16,1,8,32,33,12,3,13,0.09935354,0.699113325,0.002190194,0.028278225,0.104140172,0.852,0.173,0.081,20,Small No Reviews
Brooklyn Beso Restaurant & Bar,40.68293,-73.93533,11233,Brooklyn,NY,$$,3,263,latin&bars&breakfast_brunch,1,Full Bar,1,Street,1,1,0,Casual& Trendy,Casual,2,14,1,7,10,28,9,6,12,0.018225538,0.736371834,0.003456567,0.007514277,0.133002705,0.763,0.071,0.077,20,Medium No Reviews
Peaches,40.68180703,-73.93464637,11233,Brooklyn,NY,$$,3.5,940,southern&seafood&breakfast_brunch,1,Full Bar,1,Street,1,0,0,Casual,Casual,2,11,1,8,12,25,12,6,18,0.018225538,0.736371834,0.003456567,0.007514277,0.133002705,0.763,0.071,0.077,20,large Number of Reviews
Basil,40.67016305,-73.9421222,11213,Brooklyn,NY,$$$,3.5,200,kosher&wine_bars&pizza,1,Beer & Wine Only,1,Street,1,1,0,Trendy,Casual,3,11,4,3,17,22,6,2,42,0.169755319,0.664768276,0.002290122,0.008166094,0.098038329,0.821,0.103,0.069,45,Medium No Reviews
Santa Panza,40.6947,-73.93068,11221,Brooklyn,NY,$$,4.5,110,bars&pizza&italian,0,Full Bar,1,Street,1,1,0,Casual& Intimate& Romantic& Classy,Casual,2,17,1,18,23,37,10,5,22,0.043653727,0.480226188,0.002416734,0.018383604,0.365630756,0.739,0.086,0.12,20,Small No Reviews
